Date,Hang Seng Index,SSE Composite Index,ASX All Ordinaries,India S&P BSE SENSEX,TOPIX,KOSPI Composite Index,Taiwan TAIEX,FTSE Bursa Malaysia KLCI,FTSE Straits Times Index,Philippines PSE PSEi,NEW ZEALAND NZX 50(CAP),Thailand SET,Euro STOXX,FTSE 100,France CAC 40,Germany DAX (TR),FTSE MIB,Belgium BEL-20,Ireland ISEQ Overall,Netherlands AEX,Norway OSE OBX TR,Spain IBEX 35,OMX Stockholm 30,Switzerland SMI (PR),Austria ATX,OMX Copenhagen 20,OMX Helsinki 25,Portugal PSI 20,Russia RTS,Czech Republic PX - 50,Hungary BUX,Poland WIG,Turkey BIST 100,S&P 500,DJ Industrial Average,Colombia IGBC,Canada S&P/TSX Composite,Brazil Bovespa Index,Mexico IPC,Israel TA-125,Saudi Arabia All Share (TASI),FTSE JSE All Share,Abu Dhabi Securities Exchange
20121121,21524.36,2030.3188,4390.7,18460.38,767.01,1884.04,7088.49,1622.97,2960.3,5534.18,2269.419,1276.39,248.27,5752.03,3477.36,7184.71,15394.62,2374.83,3243,326.41,409.2,7805.4,1053.643,6643.7,2191.04,483.1101,2098.0884,5303.24,1420.97,962.64,18025.4,44218.33,70460.76,1391.03,12836.89,14192.94,12100.06,56242.12,41668.06,1064.45,6609.7,37498.02,2642.45
20121122,21743.2,2015.6115,4432.4,18517.34,776.43,1899.5,7105.76,1618.55,2986.63,5513.37,2284.266,1279.51,250.21,5791.03,3498.22,7244.99,15553.62,2393.02,3252.02,327.7,413.78,7875.6,1060.9807,6679.11,2213.73,488.1008,2120.8408,5319.83,1419.88,963.09,17747.81,44121.53,69926.07,1391.03,12836.89,14190.01,12153.1,56436.97,42032.35,1067.99,6609.7,37844.55,2642.42
20121123,21913.98,2027.3844,4431.5,18506.57,776.43,1911.33,7326.01,1614.32,2989.28,5552.34,2290.624,1281.7,252.24,5819.14,3528.8,7309.13,15635.89,2408.53,3263.75,331.5,413.42,7909.6,1071.7748,6715.09,2242.44,490.2657,2155.7905,5324.31,1432.24,976.9,17869.58,44436.63,71004.31,1409.15,13009.68,14180.17,12213.24,57574.03,41919.55,1067.99,6609.7,37865.59,2642.42
20121126,21861.81,2017.4644,4443.5,18537.01,779.5,1908.51,7407.37,1607.88,3004.5,5579.42,2291.972,1290.85,250.98,5786.72,3500.94,7292.03,15520.14,2400.68,3250.76,330.9,410.01,7874.8,1068.9805,6681.88,2244.88,487.2178,2135.1187,5293.74,1426.96,983.25,17835.61,44602.83,71866.85,1406.29,12967.37,14102.1,12185.05,56737.1,41878.27,1086.48,6547.19,37766.24,2646.51
20121127,21844.03,1991.165,4473.4,18842.08,781.6,1925.2,7430.2,1598.17,3011.91,5586.45,2288.811,1297.03,251.53,5799.71,3502.13,7332.33,15479.81,2404.94,3257.45,332.92,410.33,7863.7,1071.727,6711.71,2261.82,488.8775,2118.1418,5247.65,1417.6,995.11,17663.97,44655.24,71999.71,1398.94,12878.13,14061.21,12111.63,56248.09,41769.38,1092.86,6462.46,37805.8,2643.44
20121128,21708.98,1973.5231,4462.6,18842.08,771.39,1912.78,7434.93,1606.52,3011.77,5633.72,2286.642,1299.94,251.83,5803.28,3515.19,7343.41,15453.43,2404.42,3268.94,334.28,403.28,7837.6,1069.3916,6756.48,2257.54,486.443,2112.1694,5223,1397.38,975.62,17634.96,44605.42,71974.49,1409.93,12985.109,14035.09,12140.33,56539.4,41912.95,1086.51,6533.14,37438.41,2646.92
20121129,21922.89,1963.4879,4490.1,19170.91,779.44,1934.85,7503.55,1607.32,3045.9,5640.45,2287.442,1309.57,255.24,5870.3,3568.88,7400.96,15887.99,2451.5,3300.73,338.1,410.75,7973.7,1085.0339,6828.52,2296.22,490.7683,2146.0432,5260.22,1420.35,992.14,17845.24,44787.84,72448.89,1415.95,13021.82,14129.64,12202.85,57852.53,42090.69,1089.61,6533.14,37909.31,2674.56
20121130,22030.39,1980.1172,4518,19339.9,781.46,1932.9,7580.17,1610.83,3069.95,5640.45,2306.414,1324.04,254.83,5866.82,3557.28,7405.5,15808.24,2436.95,3290.27,336.55,411.12,7934.6,1085.8531,6820.6,2301.99,490.9252,2145.5876,5256.38,1436.55,997.31,18265.23,45014.74,73058.51,1416.18,13025.579,14165.02,12239.36,57474.57,41833.52,1089.61,6533.14,38104.61,2674.56
20121203,21767.85,1959.767,4540,19305.32,781.73,1940.02,7599.91,1607.35,3065.74,5672.7,2305.847,1332.92,255.42,5871.24,3566.59,7435.21,15876.06,2440.37,3288.58,337.28,411.24,7889.2,1088.8839,6838.7,2304.4,493.9844,2157.8455,5252.51,1451.69,994.33,18210.95,45293.43,74298.91,1409.46,12965.6,14268.26,12169.74,58202.35,42323.84,1090.98,6732.46,38049.74,2674.56
20121204,21799.97,1975.1434,4511.8,19348.12,781.97,1935.18,7600.98,1607.61,3062.12,5706.28,2286.829,1330.06,255.92,5869.04,3580.48,7435.12,16041.54,2442.81,3283.85,337.62,406.25,7902.4,1088.6019,6853.15,2297.92,492.9696,2161.8403,5279.03,1443.87,994.3,18132.88,45565.81,75522.65,1407.05,12951.78,14303.7,12137.18,57563.23,42337.82,1083.08,6716.46,37991.31,2676.97
20121205,22270.91,2031.9069,4528,19391.86,781.86,1947.04,7649.05,1613.79,3075.92,5687.72,2281.488,1330.06,256.34,5892.08,3590.5,7454.55,15954.43,2439.67,3299.99,338.85,406.03,7883.2,1091.3273,6852.04,2318.11,494.2289,2195.697,5371.7,1469.54,997.73,18055.4,45772.59,76038.35,1409.28,13034.489,14395.64,12157.29,57678.62,42416.29,1087.22,6729.19,38189.82,2677
20121206,22249.81,2029.2373,4515.7,19486.8,788.74,1949.62,7623.26,1616.23,3078.2,5763.64,2290.661,1339.88,257.63,5901.42,3601.65,7534.54,15835.22,2417.07,3340.32,341.29,410.74,7910.8,1098.0306,6912.02,2340.05,497.075,2195.697,5397.36,1467,999.56,17792.09,46019.97,75785.58,1413.94,13074.04,14414.84,12151.13,57656.42,42589.68,1085.23,6729.19,38287.54,2674.21
20121207,22191.17,2061.786,4555.9,19424.1,790.24,1957.45,7642.26,1617.77,3107.11,5794.2,2301.003,1334.95,257.49,5914.4,3605.61,7517.8,15699.22,2424.09,3347.77,342.61,410.24,7848.5,1098.623,6925.25,2325.79,498.5695,2222.5571,5436.18,1471.09,993.52,17785.06,45538.45,76242.2,1418.07,13155.13,14426.74,12159.77,58487.32,42797.67,1085.23,6729.19,38195.89,2674.21
20121210,22276.72,2083.7698,4562.4,19409.69,788.48,1957.42,7609.5,1632.15,3114.34,5757.54,2294.881,1334.95,257.02,5921.63,3612.1,7530.92,15354.01,2423.16,3334.93,342.91,410.12,7804.4,1105.9545,6943.9,2331.65,499.4447,2201.4656,5401.36,1480.78,985.84,17744.29,45892.07,76734.4,1418.55,13169.88,14500.3,12230.47,59248.23,43134.51,1089.82,6741.93,38357.07,2685.57
20121211,22323.94,2074.7036,4581.3,19387.14,786.07,1964.62,7613.69,1641.57,3118.33,5831.5,2287.977,1341.33,259.39,5924.97,3646.15,7589.75,15585.61,2431.41,3355.8,344.12,413.67,7920.9,1108.9633,6973.69,2348.2,502.4821,2232.542,5511.83,1484.5,992.62,17831.73,46517.46,76814.77,1427.84,13248.44,14591.84,12282.36,59623.34,43183.28,1098.53,6763.12,38535.97,2617.22
20121212,22503.35,2082.7263,4591.8,19355.26,791.29,1975.44,7690.19,1649.75,3141.57,5819.79,2270.086,1354.57,259.95,5945.85,3646.66,7614.79,15764.98,2438.39,3342.48,344.35,415.64,7986.8,1103.351,6959.39,2357.55,500.8434,2227.8538,5561.47,1506.91,1001.59,17805.54,46717.72,77404.37,1428.48,13245.45,14629.52,12353.09,59474.18,43183.28,1097.06,6769.96,38763.64,2603.64
20121213,22445.58,2061.4756,4592.9,19229.26,799.21,2002.77,7757.09,1652.75,3156.55,5787.95,2258.42,1353.81,259.67,5929.61,3643.13,7581.98,15866.29,2442.56,3328.78,343.83,413.96,8017.1,1092.1245,6919.54,2369.8,497.7678,2214.429,5615.41,1499.68,1002.18,17818.02,46653.84,76963.34,1419.45,13170.72,14592.83,12289.17,59316.75,43006.31,1082.9,6769.96,38676.7,2612.17
20121214,22605.98,2150.625,4595.1,19317.25,801.04,1995.04,7698.77,1651.98,3168.43,5707.11,2260.948,1358.5,260.01,5921.76,3643.28,7596.47,15908.09,2457.8,3327.69,344.39,413.27,8024.1,1098.0826,6902.51,2367.17,498.7644,2219.0466,5625.31,1500.89,1008.02,17848.59,46912.94,76293.15,1413.58,13135.011,14543.65,12296.72,59604.92,43050.92,1082.9,6769.96,38674.48,2612.17
20121217,22513.61,2160.3418,4588,19244.42,807.84,1983.07,7631.28,1648.58,3158.7,5623.85,2253.738,1359.09,259.87,5912.15,3638.1,7604.94,16004.73,2463.88,3312.97,343.34,411.38226,8040.3,1101.7128,6897.1,2369.1,493.2257,2222.15,5638.88,1491.21,1011.36,17615.68,47089.1,77466.9,1430.36,13235.39,14592.01,12281.35,59566.52,43338.33,1063.85,6870.98,38674.48,2610.94
20121218,22494.73,2162.4644,4610.5,19364.75,816.85,1993.09,7643.74,1659.44,3156.79,5636.59,2260.992,1362.94,261.4,5935.9,3648.63,7653.58,16155.14,2480.36,3333.06,343.6,413.04,8168.8,1107.482,6912.09,2404.68,492.4013,2259.4885,5687.76,1511.43,1031.01,17799.74,47457.43,77298.45,1446.79,13350.961,14578.61,12334.34,60460.73,43825.97,1068.63,6858.24,38879.7,2611.35
20121219,22623.37,2162.2385,4633.2,19476,839.34,1993.09,7677.47,1665.64,3158.57,5752.39,2285.851,1378.4,262.82,5961.59,3664.59,7668.5,16332.5,2500.66,3387.61,345.14,416.35,8264.2,1108.939,6946.07,2427.37,493.7388,2251.58,5731.08,1517.39,1041.29,17807.41,47920.75,76810.26,1435.81,13251.971,14646.38,12403.63,60998.34,43647.99,1080.19,6888.58,39164.84,2612.8
20121220,22659.78,2168.3528,4646.6,19453.92,838.61,1999.5,7595.46,1670.6,3175.52,5797.74,2315.653,1377.4,263.07,5958.34,3666.73,7672.1,16399.36,2492.2,3396.41,346.6,413.06,8264.2,1108.0725,6912.79,2411.77,495.7237,2255.1213,5746.47,1528.89,1033.79,17862.1,47701.82,76814.43,1443.69,13311.72,14566.11,12388.71,61276.12,43637.68,1076.81,6888.58,39220.96,2619.65
20121221,22506.29,2153.3098,4635.2,19242,832.72,1980.42,7519.93,1658.85,3163.56,5823.94,2303.884,1373.38,262.2,5939.99,3661.4,7636.23,16333.95,2485.06,3388.39,344.12,414.81,8291,1107.9305,6889.54,2404.37,496.9734,2236.4836,5693.22,1512.18,1036.38,17948.31,47479.87,76684.74,1430.15,13190.84,14544.55,12385.7,61007.03,43621.62,1076.81,6888.58,39124.58,2619.65
20121224,22541.18,2159.053,4645.6,19255.09,832.72,1981.82,7535.52,1669.4,3168.57,5823.94,2305.634,1375.82,261.93,5954.18,3652.61,7636.23,16333.95,2477.22,3373.66,344.52,414.81,8299.5,1107.9305,6889.54,2404.37,496.9734,2236.4836,5710.56,1515.87,1036.38,17948.31,47479.87,77314.46,1426.66,13139.08,14591.26,12370.8,61007.03,43533.45,1052.32,6881.16,39187.38,2638.17
20121225,22541.18,2213.6108,4645.6,19255.09,838.01,1981.82,7636.57,1669.4,3168.57,5823.94,2305.634,1378.32,261.93,5954.18,3652.61,7636.23,16333.95,2477.22,3373.66,344.52,414.81,8299.5,1107.9305,6889.54,2404.37,496.9734,2236.4836,5710.56,1513.74,1036.38,17948.31,47479.87,77596.24,1426.66,13139.08,14591.26,12370.8,61007.03,43533.45,1045.7,6864.65,39187.38,2628.67
20121226,22541.18,2219.1318,4645.6,19417.46,847.71,1982.25,7634.19,1671.58,3180.81,5832.83,2305.634,1382.23,261.93,5954.18,3652.61,7636.23,16333.95,2477.22,3373.66,344.52,414.81,8299.5,1107.9305,6889.54,2404.37,496.9734,2236.4836,5710.56,1526.34,1036.38,17948.31,47479.87,77991.1,1419.83,13114.59,14588.61,12370.8,60959.79,43495.74,1050.01,6866.71,39187.38,2618.68
20121227,22619.78,2205.8972,4661.4,19323.8,854.09,1987.35,7648.41,1674.16,3183.93,5794.89,2309.967,1397.19,262.67,5954.3,3674.26,7655.88,16408.28,2486.75,3376.34,344.71,413.95,8280.9,1110.914,6862.55,2416.74,497.9252,2231.1458,5704.45,1535.05,1035.95,18069.89,47673.03,78454.19,1418.1,13096.31,14709.3,12373.77,60415.95,43469.89,1048.18,6866.71,39427.13,2625.51
20121228,22666.59,2233.2517,4685.3,19444.84,859.8,1997.05,7699.5,1681.33,3191.8,5812.73,2318.749,1391.93,260.07,5925.37,3620.25,7612.39,16273.38,2466.27,3366.23,342,410.3,8131,1104.7272,6822.44,2401.21,496.1627,2210.0205,5659.5,1526.98,1038.7,18173.2,47460.59,78579.08,1402.43,12938.109,14715.84,12316.12,60952.08,43721.93,1048.18,6866.71,39385.04,2625.51
20121231,22656.92,2269.1282,4664.6,19426.71,859.8,1997.05,7699.5,1688.95,3167.08,5812.73,2310.573,1391.93,260.84,5897.81,3641.07,7612.39,16273.38,2475.81,3396.67,342.71,410.3,8167.5,1104.7272,6822.44,2401.21,496.1627,2210.0205,5655.15,1526.98,1038.7,18173.2,47460.59,78208.44,1426.19,13104.14,14715.84,12433.53,60952.08,43705.83,1049.06,6801.22,39250.24,2630.86
20130101,22656.92,2269.1282,4664.6,19580.81,859.8,1997.05,7699.5,1688.95,3167.08,5812.73,2310.573,1391.93,260.84,5897.81,3641.07,7612.39,16273.38,2475.81,3396.67,342.71,410.3,8167.5,1104.7272,6822.44,2401.21,496.1627,2210.0205,5655.15,1526.98,1038.7,18173.2,47460.59,78208.44,1426.19,13104.14,14715.84,12433.53,60952.08,43705.83,1076.34,6860.01,39250.24,2630.86
20130102,23311.98,2269.1282,4722.9,19714.24,859.8,2031.1,7779.22,1674.72,3201.74,5860.99,2310.573,1407.45,267.59,6027.37,3733.93,7778.78,16893.39,2515.27,3456.2,350.21,419.99,8447.6,1129.9618,6822.44,2476.24,506.4235,2291.659,5812.1,1526.98,1066.01,18487.51,48107.89,79642.08,1462.42,13412.551,14715.68,12540.77,62550.1,44304.17,1084.23,6940.31,40061.75,2678.22
20130103,23398.6,2269.1282,4761.4,19764.78,859.8,2019.41,7836.84,1692.65,3224.8,5934.05,2319.581,1408.41,267.19,6047.34,3721.17,7756.44,16909.83,2516.85,3478.41,350.74,420.97,8403.4,1130.404,7020.46,2486.88,508.4081,2314.613,5867.87,1526.98,1063.04,18626.78,48222.72,80033.33,1459.37,13391.36,14821.98,12470.44,63312.46,44370.64,1074.25,6940.31,40245.01,2685.99
20130104,23331.09,2276.9917,4742.9,19784.08,888.51,2011.94,7805.99,1692.58,3225.22,5971.45,2315.417,1416.66,267.97,6089.84,3730.02,7776.37,16959.78,2516.32,3497.43,351.73,422.5,8435.8,1136.7686,7058.92,2483.05,513.0876,2327.3862,5878.78,1526.98,1062.47,18660.29,47888.16,79563.95,1466.47,13435.21,14844.66,12540.81,62523.06,44562.33,1074.25,6940.31,40274.79,2685.99
20130107,23329.75,2285.3638,4738.1,19691.42,881.06,2011.25,7755.09,1694.16,3218.26,6044.91,2320.987,1415.32,266.81,6064.58,3704.64,7732.66,16895.66,2503.12,3499.95,351.24,419.49,8419,1130.1296,7049.3,2484.01,513.8518,2322.8318,5884.26,1526.98,1054.6,18774.87,47589.33,80224.41,1461.89,13384.291,14844.66,12499.55,61932.54,44625.93,1073.24,7014.9,40162.56,2705.67
20130108,23111.19,2276.0703,4712.3,19742.52,871.88,1997.94,7721.66,1688.91,3205.52,6048.9,2324.128,1417.33,266.37,6053.63,3705.88,7695.83,16951.14,2497.62,3514.33,349.11,421.46,8453,1125.3851,7074.52,2481.13,517.9842,2299.1106,5871.07,1576.1,1061.2,18650.14,47379.63,80161.71,1457.15,13328.85,14630.77,12504.81,61127.84,44571.2,1071.64,7053.29,40155.62,2722.86
20130109,23218.47,2275.34,4730.1,19666.59,879.05,1991.81,7738.64,1689.93,3220.41,6091.18,2331.613,1423.46,268.08,6098.65,3717.45,7720.47,17326.27,2506.39,3504.23,350,423.45,8606.4,1127.6656,7151.6,2494.76,521.0711,2293.1006,6013.08,1568.59,1066.14,18838.89,47407.28,81149.13,1461.02,13390.51,14817.55,12522.24,61578.58,44862.54,1076.15,7126.71,40330.44,2716.77
20130110,23354.31,2283.6575,4745.2,19663.55,889.02,2006.8,7811.64,1684.57,3226.25,6018.57,2340.444,1405.99,267.97,6101.51,3703.12,7708.47,17451.07,2505.27,3499.97,350.69,424.05,8618.9,1126.8728,7143.73,2477.93,522.4716,2307.8733,6090.64,1572,1048.08,18871.93,47546.91,80837.46,1472.12,13471.221,14739.61,12599.74,61678.31,44859.8,1085.95,7126.71,40299.59,2728.27
20130111,23264.07,2242.9973,4733.8,19663.64,898.69,1996.67,7819.15,1682.7,3216.5,6051.75,2347.643,1412.06,268.4,6121.58,3706.02,7715.53,17502.39,2496.8,3481.48,350.13,423.15,8664.7,1132.278,7188.22,2468.1,523.4759,2320.8115,6150.17,1571.73,1053.7,18999.53,47440.8,81033.52,1472.05,13488.43,14729.97,12602.18,61497.43,44888.13,1085.95,7126.71,40281.14,2728.27
20130114,23413.26,2311.7395,4745.7,19906.41,898.69,2007.04,7823.97,1684.63,3206.59,6093.9,2360.236,1425.07,268.06,6107.86,3708.25,7729.52,17391.24,2491.38,3463.99,347.34,425.1,8632.1,1132.8375,7202.52,2459.68,522.0994,2314.559,6160.54,1590.21,1047.43,19140.05,47470.12,81990.01,1470.68,13507.32,14756.74,12603.09,62080.79,44862.92,1079.24,7087.83,40144.07,2766.29
20130115,23381.51,2325.6821,4743,19986.82,906.22,1983.74,7765.02,1685.89,3196.07,6087.67,2369.917,1422.86,267.34,6117.31,3697.35,7675.91,17467.48,2499.4,3452.04,347.86,424.18,8601,1127.5079,7272.31,2449.26,526.4333,2301.693,6130.45,1576.54,1042.34,19012.51,47086.54,82406.13,1472.34,13534.891,14766.26,12641.97,61727.61,44748.06,1071.2,7018.52,39913.08,2773.95
20130116,23356.99,2309.4988,4765,19817.63,888.11,1977.45,7700.43,1682.95,3208.5,6047.52,2368.355,1416.14,267.74,6103.98,3708.49,7691.13,17339.95,2504.45,3461.86,348.84,426.58,8581.1,1130.6184,7304.85,2447.15,529.2155,2319.0154,6111.28,1571.15,1039.31,19186.94,47521.39,84082.15,1472.63,13511.2295,14750.29,12608.82,61787.35,44865.3,1069.99,7036.33,39879.76,2769.67
20130117,23339.76,2284.9087,4779.7,19964.03,890.46,1974.27,7616.64,1681.09,3195.1,6072.18,2384.02,1420.95,269.85,6132.36,3744.11,7735.46,17587.35,2532.43,3487.51,351.19,431.01,8628.9,1136.1982,7429.89,2470.38,531.4341,2332.9883,6218.07,1585.44,1042.26,19508.91,47661.37,84860.26,1480.94,13596.0205,14723.53,12674.73,62194.06,44943.34,1070.86,7036.33,39964.56,2765.82
20130118,23601.78,2317.0703,4794.7,20039.04,911.44,1987.85,7732.87,1676.44,3211.22,6139.21,2365.484,1434.44,269.32,6154.41,3741.58,7702.23,17554.13,2539.51,3479.69,350.89,432.06,8604,1135.0244,7368.8,2458.54,530.2556,2320.8918,6254.82,1603.5,1042.52,19585.15,47813.69,85004.87,1485.98,13649.7,14793.71,12725.69,61956.14,45212.53,1070.86,7036.33,40166.53,2765.82
20130121,23590.91,2328.2212,4802.2,20101.82,905.16,1986.86,7724.92,1635.63,3221.32,6171.7,2377.414,1440.48,270.71,6180.98,3763.03,7748.86,17631.99,2547.39,3477.72,353.07,432.04,8665.9,1143.095,7336.05,2446.74,534.7722,2346.7166,6323.95,1600.13,1029.67,19664.12,47936.61,85281.53,1485.98,13649.7,14778.36,12794.25,61899.71,45223.85,1060.61,6984.8,39989.57,2778.08
20130122,23658.99,2315.139,4802.9,19981.57,901.15,1996.52,7759.1,1628.66,3219.86,6104.9,2378.494,1434.09,269.89,6179.17,3741.01,7696.21,17715.9,2549.71,3487.32,353.45,429.26,8632.1,1139.147,7291.85,2436.89,535.3068,2359.165,6271.05,1589.02,1025.26,19211.19,47872.8,85646.87,1492.56,13712.21,14821.88,12824.63,61692.29,45320.3,1060.61,7007.61,39912.45,2754.03
20130123,23635.1,2320.9114,4812.1,20026.61,887.79,1980.41,7744.18,1635.25,3231.23,6092.53,2378.859,1439.2,269.46,6197.64,3726.17,7707.54,17579,2535.48,3479,353.01,432.66,8613.3,1140.8206,7391.95,2439.45,537.9169,2362.0366,6337.59,1605.36,1026.82,19168.52,47733.24,86340.97,1494.81,13779.33,14868.84,12794.05,61966.26,45442.98,1070.17,6998.34,40185.19,2783
20130124,23598.9,2302.5981,4833.8,19923.78,897.62,1964.48,7695.99,1635.25,3248.39,6117.27,2380.103,1449.09,270.69,6264.91,3752.17,7748.13,17756.63,2554,3529.9,354.13,433.07,8665.6,1146.93,7457.74,2444.57,536.6341,2336.8618,6282.24,1604.65,1021.86,19184.75,47942.04,86437.89,1494.82,13825.33,14900.24,12823.62,61169.83,45428.7,1063.98,6998.34,40604.59,2783
20130125,23580.43,2291.3042,4858.9,20103.53,917.09,1946.69,7672.58,1637.13,3269.31,6167.64,2385.731,1461.41,272.61,6284.45,3778.16,7857.97,17726.89,2570.58,3553.09,355.74,435.12,8724.6,1158.5039,7458.66,2459.38,541.8341,2319.7588,6274.89,1618.84,1024.29,19297.08,47613.95,84755.1,1502.96,13895.9795,14992.67,12816.03,61169.83,45575.86,1063.98,6998.34,40538.96,2783
20130128,23671.88,2346.5054,4858.9,20103.35,913.78,1939.71,7714.67,1637.13,3273.91,6192.42,2388.353,1472.05,272.66,6294.41,3780.89,7833,17897.41,2574.76,3554.5,356.68,431.1,8672.5,1160.2534,7483.95,2459.22,539.0342,2327.5344,6282.55,1635.5,1012.57,19445.53,47324.06,81165.81,1500.18,13881.931,14977.48,12815.91,60027.07,45912.51,1066.18,7021.58,40618.32,2806.89
20130129,23655.17,2358.977,4910.8,19990.9,920.76,1955.96,7802,1637.34,3259.75,6234.73,2385.996,1478.77,272.87,6339.19,3785.82,7848.57,17891.91,2571.98,3556.01,358.08,432.14,8643,1161.9675,7458.03,2460.65,539.4924,2333.1206,6279.53,1623.87,1019.97,19506.04,47328.4,82178.34,1507.84,13954.421,15035.59,12830.56,60406.33,45907.98,1057.89,7027.81,40652.96,2839.04
20130130,23822.06,2382.4746,4919.1,20005,934.67,1964.43,7832.98,1627.73,3285.9,6271.23,2412.841,1490.82,270.89,6323.11,3765.52,7811.31,17289.91,2559.63,3548.32,357.54,431.54,8571.9,1173.378,7387.9,2448.37,541.0536,2333.447,6269.18,1618.77,1017.86,19394.57,46917.19,78982.94,1501.96,13910.421,14995.18,12794.44,59336.7,45753.18,1047.59,7043.55,40461.18,2851.26
20130131,23729.53,2385.422,4901,19894.98,940.25,1961.94,7850.02,1627.55,3282.66,6242.74,2415.739,1474.2,268.57,6276.88,3732.6,7776.05,17439.06,2520.35,3546.33,354.35,429.85,8362.3,1169.1746,7390.86,2446.04,535.7283,2295.0337,6201.43,1622.13,1021.44,19368.02,46840.15,78783.47,1498.11,13860.58,14981.55,12685.24,59761.49,45278.06,1046.72,7043.55,40482.92,2881.78
20130201,23721.84,2419.02,4941.9,19781.19,942.65,1957.79,7855.97,1627.55,3291.14,6318.61,2411.925,1499.22,270.24,6347.24,3773.53,7833.39,17318.94,2560.01,3572.85,355.55,434.55,8229.7,1176.1115,7420.35,2440.39,547.662,2325.5894,6254.44,1628.31,1016.81,19358.16,46945.58,80221.68,1513.17,14009.789,15110.18,12768.83,60351.16,45768.49,1046.72,7043.55,40601.09,2881.78
20130204,23685.01,2428.1543,4929.1,19751.19,955.75,1953.21,7923.16,1634.55,3297.37,6435.98,2412.191,1506.37,262.81,6246.84,3659.91,7638.23,16539,2506.23,3543.37,349.69,432.5,7919.6,1161.1869,7362.72,2385.34,547.7417,2296.8884,6136.4,1612.52,1007.53,19090.21,46556.55,80722.66,1495.71,13880.079,15136.05,12717.62,59575.66,45768.49,1063.67,7025.44,40571.82,2890.24
20130205,23148.53,2433.1296,4902.6,19659.82,939.7,1938.18,7886.94,1633.35,3272.66,6470.49,2392.618,1505.72,264.72,6282.76,3694.7,7664.66,16712.26,2518.66,3530,348.43,431.1,8093.6,1175.5406,7404.63,2387.88,552.3947,2319.3018,6172.93,1614.09,998.74,19264.86,46674.78,80309.85,1511.29,13979.3,15194.72,12745.65,59444.97,45688.12,1073.73,6992.52,40663.34,2900.79
20130206,23256.93,2434.4773,4940.5,19639.72,968.82,1936.19,7906.65,1614.14,3276.53,6431.35,2392.618,1500.35,262.24,6295.34,3642.9,7581.18,16602.85,2503.25,3516.72,345.86,427.63,8056.2,1174.7935,7433.47,2380.64,551.7049,2317.3042,6137.18,1602.99,993.56,19238.25,46149.14,80054.41,1512.12,13986.5205,15171.53,12761.59,58951.07,45570.71,1074.65,6982.9,40559.67,2897.86
20130207,23177,2418.5298,4955.8,19580.32,969.18,1931.77,7906.65,1619.57,3261.77,6459.99,2383.128,1499.81,260.91,6228.42,3601.05,7590.85,16400.56,2493.26,3557.13,343.7,432.74,8014.6,1165.7084,7337.05,2367.81,553.4591,2315.5935,6115.41,1595.36,986.17,19103.81,46329.66,78149.29,1509.39,13944.05,15042.55,12755.92,58372.46,45019.21,1081.17,6982.9,40694.77,2908.77
20130208,23215.16,2432.4016,4989.4,19484.77,957.35,1950.9,7906.65,1623.8,3270.3,6458.67,2400.442,1497.3,263.88,6263.93,3649.5,7652.14,16630.5,2505.91,3606.24,345.13,435.83,8174.9,1175.0498,7395.97,2405.55,556.8759,2345.7966,6133.01,1590.13,994.13,19023.39,46741.54,78683.99,1517.93,13992.971,15023.23,12801.23,58497.83,45089.36,1081.17,6982.9,40892.65,2908.77
20130211,23215.16,2432.4016,4980.3,19460.57,957.35,1950.9,7906.65,1623.8,3270.3,6458.01,2397.48,1489.11,263.15,6277.06,3650.58,7633.74,16529.87,2498.19,3578.82,344.99,431.89,8078.6,1171.0123,7407.6,2405.76,520.3717,2349.5208,6159.78,1581.95,998.96,19067.18,46786.74,77255.83,1517.01,13971.239,14891.01,12748.15,58497.83,45063.88,1088.92,7030.78,40832.67,2923.93
20130212,23215.16,2432.4016,4981.5,19561.04,968.5,1945.79,7906.65,1623.8,3270.3,6459.93,2396.127,1488.95,265.23,6338.38,3686.58,7660.19,16644.45,2518.43,3626.45,346.2,434.79,8234.7,1175.983,7427.06,2419.75,522.4354,2360.4673,6201.72,1582.35,1002.37,19101.09,46399.26,78078.81,1519.43,14018.699,14928.81,12789.02,58497.83,44873.44,1096.52,7057.19,40700.45,2923.97
20130213,23215.16,2432.4016,5024.5,19608.08,957.02,1976.07,7906.65,1631.16,3301.04,6527.99,2397.987,1514.11,266.69,6359.11,3698.53,7711.89,16712.15,2534.25,3682.56,345.83,435.77,8306.2,1185.4574,7482.22,2437.74,527.3458,2377.2925,6218.03,1612.65,1009.84,19237.08,46406.74,77943.39,1520.33,13982.909,15059.04,12775.28,58405.74,44096.27,1092.09,7062.98,40808.73,2955.44
20130214,23413.25,2432.4016,5057.2,19497.18,954.88,1979.61,7906.65,1630.89,3290.47,6513.41,2408.1,1526.74,265.13,6327.36,3669.6,7631.19,16544.95,2547.38,3680.64,345.84,433.84,8247.4,1182.9141,7482.2,2416.96,531.5364,2374.1404,6169.8,1588.31,999.06,18869.76,46211.54,77580.5,1521.38,13973.39,15037.15,12721.79,58077.31,43878.28,1087.23,7062.98,40732.86,2934.99
