Date,Hang Seng Index,SSE Composite Index,ASX All Ordinaries,India S&P BSE SENSEX,TOPIX,KOSPI Composite Index,Taiwan TAIEX,FTSE Bursa Malaysia KLCI,FTSE Straits Times Index,Philippines PSE PSEi,NEW ZEALAND NZX 50(CAP),Thailand SET,Euro STOXX,FTSE 100,France CAC 40,Germany DAX (TR),FTSE MIB,Belgium BEL-20,Ireland ISEQ Overall,Netherlands AEX,Norway OSE OBX TR,Spain IBEX 35,OMX Stockholm 30,Switzerland SMI (PR),Austria ATX,OMX Copenhagen 20,OMX Helsinki 25,Portugal PSI 20,Russia RTS,Czech Republic PX - 50,Hungary BUX,Poland WIG,Turkey BIST 100,S&P 500,DJ Industrial Average,Colombia IGBC,Canada S&P/TSX Composite,Brazil Bovespa Index,Mexico IPC,Israel TA-125,Saudi Arabia All Share (TASI),FTSE JSE All Share,Abu Dhabi Securities Exchange
20100101,21872.5,3277.139,4882.7,17464.81,907.59,1682.77,8188.11,1272.78,2897.62,3052.68,2140.42,734.54,274.74,5412.88,3936.33,5957.43,23248.39,2511.62,2974.93,335.33,339.32443,11940,951.7187,6545.91,2495.56,336.6917,2032.585,8463.85,1444.61,1117.3,21227.01,39985.99,52825.02,1115.1,10428.05,11602.14,11746.11,68588.41,32120.47,1064.98,6121.76,27666.45,2743.61
20100104,21823.28,3243.76,4889.8,17558.73,915.75,1696.14,8207.85,1275.75,2894.55,3005.01,2140.42,732.28,279.71,5500.34,4013.97,6048.3,23545.02,2563.97,3097.76,343.03,347.69928,12145.1,963.5601,6631.44,2537,347.8489,2078.6897,8602.44,1444.61,1132.5,21561.77,40775.24,53368.16,1132.99,10583.96,11641.37,11866.9,70045.08,32758.53,1089.34,6201.76,27895.19,2758.09
20100105,22279.58,3282.179,4939.5,17686.24,919.57,1690.62,8211.4,1288.24,2920.28,3028.46,2165.63,732.11,280.14,5522.5,4012.91,6031.86,23555.73,2587.77,3071.52,342.02,348.02188,12204.4,967.2722,6579.26,2593.65,345.1418,2084.5603,8677.69,1444.61,1149.7,22043.62,41052,54115.05,1136.52,10572.02,11628.92,11888.08,70239.82,32732.76,1098.2,6239.1,27998.87,2774.5
20100106,22416.67,3254.215,4946.8,17701.13,931.13,1705.32,8327.62,1293.17,2930.49,3039.93,2167.87,735.73,280.47,5530.04,4017.67,6034.33,23622.29,2596.43,3087.93,341.48,346.52576,12222.5,967.2722,6559.41,2593.65,346.3746,2084.5603,8680.3,1444.61,1156.7,22164.72,41241.97,54547.36,1137.14,10573.68,11626.59,11944.54,70729.34,32830.16,1098.31,6260.9,28080.36,2766.53
20100107,22269.45,3192.776,4930.5,17615.72,931.85,1683.45,8237.42,1291.42,2913.25,3077.78,2176.65,734.63,280.41,5526.72,4024.8,6019.36,23709.01,2590.68,3070.47,340.55,347.84793,12166.3,965.8213,6555.36,2590.62,351.2813,2097.5298,8763.93,1444.61,1152.7,21961.18,40817.54,54972.94,1141.695,10606.86,11594.89,11887.51,70451.12,33064.57,1094.04,6260.9,28017.81,2775.5
20100108,22296.75,3195.997,4942.2,17540.29,941.29,1695.26,8280.9,1292.98,2922.76,3077.18,2193.49,738.96,281.41,5534.24,4045.14,6037.61,23811.13,2591.64,3080.75,341.94,349.43643,12163,973.4422,6617.88,2588.49,353.2317,2108.1091,8839.75,1444.61,1157.2,22197.11,40921.93,54797.9,1144.98,10618.19,11647.21,11953.83,70262.7,32892.04,1094.04,6260.9,28266.54,2775.5
20100111,22411.52,3212.75,4981.2,17526.71,941.29,1694.12,8323.82,1294.51,2933.53,3087.35,2189.2,746.95,280.89,5538.07,4043.09,6040.5,23774.76,2585.86,3099.68,340.52,350.80872,12074.5,978.1778,6592.26,2660.39,359.541,2090.7432,8821.6,1553.06,1182.6,22962.52,41342.62,53921.06,1146.98,10663.99,11647.21,11947.13,70433.49,32935.38,1100.22,6291.39,28346.78,2775.22
20100112,22326.64,3273.966,4931.6,17422.51,954.13,1698.64,8309.37,1292.85,2916.11,3105.62,2180.28,745.24,277.5,5498.71,4000.05,5943,23583.35,2565.05,3053.97,336.77,343.75772,11966.1,969.5505,6541.9,2630.92,356.7329,2050.2358,8733.64,1535.78,1176.6,22659.62,40961.16,53676.35,1136.22,10627.26,11575.9,11820.18,70075.78,32792.66,1074.74,6266.26,28057.68,2758.25
20100113,21748.6,3172.658,4900.1,17509.8,944.02,1671.41,8196.56,1289.51,2888.38,3096.7,2170.94,746.74,278.08,5473.48,4000.86,5963.14,23658.4,2575.11,3087.85,338.18,344.12625,11958.3,974.9592,6554.55,2651.84,356.528,2061.9102,8739.85,1538.43,1184.6,22735.33,41140.46,54627.19,1145.68,10680.77,11639.21,11853.56,70385.47,32836.08,1082.57,6262.83,28067,2713.64
20100114,21716.95,3215.55,4929.4,17584.87,959.01,1685.77,8289.98,1294.71,2909.52,3121.91,2172.36,749.42,279.38,5498.2,4015.77,5988.88,23805.99,2571.37,3110.85,340.61,348.0963,11999.8,981.5023,6627.42,2702.49,361.7919,2077.4395,8697.31,1561.91,1199,22981.48,41088.61,54740.6,1148.46,10710.55,11709.91,11804.38,69801.42,32729.58,1080.09,6262.83,28141.8,2707.2
20100115,21654.16,3224.152,4929.5,17554.3,966.4,1701.8,8356.89,1298.58,2908.42,3118.47,2158.85,746.52,275.44,5455.37,3954.38,5875.97,23472.11,2536.45,3098.04,337.99,345.30176,11845,970.6463,6576.02,2688.46,359.2736,2057.9502,8494.85,1559.25,1185.6,22510.2,40990.49,54005.65,1136.03,10609.65,11718.81,11685.37,68978.3,32262.3,1080.09,6262.83,27929.22,2707.2
20100118,21460.01,3237.098,4936.1,17641.08,957.55,1711.78,8337.82,1297.99,2912.02,3106.3,2150.71,746.89,276.79,5494.39,3977.46,5918.55,23509.76,2552.71,3108.17,339.03,345.97217,11870.7,974.0521,6603.78,2703.82,359.9539,2079.2415,8529.28,1581.09,1208.2,22693.78,41256.4,54550.83,1136.03,10609.65,11717.17,11750.54,69400.93,32482.73,1092.47,6409.04,28099.7,2679.5
20100119,21677.98,3246.874,4889.6,17486.06,949.76,1710.22,8249,1300.35,2912.92,3084.57,2137.79,736.48,278.81,5513.14,4009.67,5976.48,23705.67,2547.36,3101.58,341.61,344.67075,12022.6,976.0009,6633.86,2699.11,360.4707,2087.3323,8482.86,1580.67,1209.9,22784.47,41545.36,55159.6,1150.23,10725.43,11780.66,11763.42,69908.59,32473.05,1090.99,6368.8,28086.66,2655.57
20100120,21286.17,3151.85,4895.1,17474.49,944.72,1714.38,8220.93,1306.62,2893.13,3083.86,2137.56,731.8,273.16,5420.8,3928.95,5851.53,23126.02,2516.68,3087.53,336.3,335.6303,11709,957.5332,6586.53,2647.81,356.3085,2059.6404,8337.91,1556.97,1220.3,22541.06,41617.21,55469.2,1138.04,10603.15,11730.08,11679.32,68200.07,32025.34,1088.54,6382.04,27901.74,2653.78
20100121,20862.67,3158.863,4849.6,17051.14,956.03,1722.01,8127.87,1308.36,2850.98,3085.58,2136.26,718.99,268.94,5335.1,3862.16,5746.97,22876.46,2484.26,3044.87,332.17,330.5913,11444,954.0163,6578.95,2606.36,349.6877,2059.235,8241.21,1530.29,1216.2,22127.31,41347.04,55301.18,1116.48,10389.88,11469.9,11469.1,66270.14,31205.3,1091.38,6382.04,27489.85,2636.73
20100122,20726.18,3128.588,4771.9,16859.68,940.94,1684.35,7927.31,1300.45,2819.71,3023.47,2113.17,714.1,266.5,5302.99,3820.78,5695.32,22567.81,2475.81,3036.94,329.48,325.31763,11373.4,951.0617,6493.96,2581.01,346.8741,2035.317,8118.39,1489.46,1183.4,21667.39,40467.2,53997.49,1091.76,10172.9795,11536.2,11343.43,66220.04,30830.91,1091.38,6382.04,27063.24,2636.73
20100125,20598.55,3094.411,4743.1,16780.46,934.59,1670.2,7872.99,1296.79,2811.71,2967.96,2112,710.39,264.34,5260.31,3781.85,5631.37,22373.09,2475.14,3016.03,328.51,325.69653,11249.3,947.5644,6451.3,2556.53,349.8621,2031.9893,8105.07,1485.92,1194.7,21880.91,40510.33,54281,1096.78,10196.86,11378.82,11354.51,66220.04,30465.06,1074.34,6315.76,27080.04,2608.46
20100126,20109.33,3019.394,4743.1,16780.46,916.4,1637.34,7598.81,1283.02,2740.33,2955.7,2125.51,701.66,265.63,5276.85,3807.04,5668.93,22407.71,2496.45,3016.53,329.65,323.49298,11347.3,942.9399,6484.23,2545.67,348.9743,2010.9825,8100.74,1444.33,1183.2,21611.25,40054.59,54317.48,1092.17,10194.29,11475.91,11361.19,65523.73,30651.56,1066.57,6256.16,26652.05,2598.78
20100127,20033.07,2986.607,4670,16289.82,907.67,1625.48,7560.03,1265.77,2706.26,2919.48,2115.25,690.46,262.28,5217.47,3759.8,5643.2,21997.59,2493.67,2951.06,327.26,323.23276,11042.2,946.7006,6473.03,2519.03,349.6149,2022.5194,8040.16,1446.36,1185.1,21404.06,39961.05,54071.02,1097.5,10236.16,11453.94,11344.11,65069.79,30610.83,1063,6252.71,26802.13,2602.01
20100128,20356.37,2994.143,4697.7,16306.87,914.32,1642.43,7694.58,1264.51,2757.68,2961.63,2108.65,689.72,258.62,5145.74,3688.79,5540.33,21603.13,2486.51,2948.13,323.95,323.9908,10829.3,937.2203,6442.41,2473.26,350.954,2034.9058,7930.24,1460.98,1186.4,21559.36,39917.92,54770.45,1084.53,10120.46,11469.81,11274.2,65587.81,30811.35,1073.26,6252.71,26795.3,2628.17
20100129,20121.99,2989.292,4596.9,16357.96,901.12,1602.43,7640.44,1259.16,2745.35,2953.19,2096.1,696.55,261.87,5188.52,3739.46,5608.79,21896.29,2505.2,2976.25,327.9,329.80652,10947.7,953.7125,6440.72,2493.53,354.8541,2057.1782,7927.31,1473.81,1176.7,21831.46,40058.26,54650.58,1073.87,10067.33,11551.45,11094.31,65401.77,30391.61,1073.26,6252.71,26675.95,2628.17
20100201,20243.75,2941.36,4544.8,16356.03,898.61,1606.44,7524.67,1259.16,2736.17,2883.21,2087.03,697.61,263.6,5247.41,3762.01,5654.48,22012,2537.71,2981.47,331.31,330.76263,10995.2,967.7696,6496.33,2541.25,358.4348,2082.0662,8011.77,1470.79,1188.5,21929.66,39736.94,55526.01,1089.19,10185.53,11510,11317.55,66571.74,30391.61,1059.57,6243.02,26487.48,2665.04
20100202,20272.18,2934.713,4628.8,16163.44,912.82,1595.81,7429.61,1263.76,2720.87,2864.18,2084.65,694.07,266.82,5283.31,3812.13,5709.66,22413.74,2547.11,3015.32,334.04,336.11807,11140.9,971.8044,6550.12,2563.17,358.1733,2094.117,8061.59,1498.75,1176.6,21858.25,39904.02,55147.64,1103.32,10296.85,11551.99,11408.34,67163.21,30876.65,1068.93,6256.48,26812.25,2690.87
20100203,20722.08,3003.835,4673.2,16496.05,915.68,1615.02,7547.98,1267.15,2764.84,2884.81,2076.53,707.65,264.56,5253.15,3793.47,5672.09,22169.25,2529.66,3025.25,333.03,335.31427,10888.4,970.0026,6553.8,2538.16,360.4848,2087.5813,7832.86,1507.15,1174.2,21811.63,40118.73,55068.7,1097.28,10270.55,11501.64,11390.46,67108.56,31287.04,1076.81,6281.6,26926.46,2723.96
20100204,20341.64,2995.308,4644.1,16224.95,911.09,1616.42,7542.04,1265.03,2744.98,2914.87,2085.69,702.52,255.97,5139.31,3689.25,5533.24,21404.82,2454.9,2951.3,323.23,324.68625,10241.7,948.6214,6396.51,2474.85,355.9246,2043.3344,7442.99,1463.01,1135.2,20815.27,38779.33,53463.88,1063.11,10002.18,11333.99,11128.76,63934.01,30603.71,1071.4,6281.6,26318.36,2705.44
20100205,19665.08,2939.402,4532.5,15790.93,891.78,1567.12,7217.83,1247.9,2683.56,2855.64,2056.58,691.41,249.39,5060.92,3563.76,5434.34,20815.88,2392.52,2890.11,315.04,318.78705,10103.3,935.8944,6264.33,2392.69,350.7516,2001.9319,7341.56,1411.14,1094.3,20224.74,37502.9,51454.89,1066.19,10012.2295,11222.65,11223.12,62762.7,30630.73,1071.4,6281.6,25793.06,2705.44
20100208,19550.89,2935.174,4538.8,15935.61,883.01,1552.79,7215.88,1235.22,2693.62,2846.6,2048.94,688.09,251.24,5092.33,3607.27,5484.85,20938.24,2402.15,2908.29,316.5,315.4024,10206.3,938.4163,6347.14,2407.59,345.4262,1982.9379,7436.03,1375.34,1092.8,20300.11,37337.28,49933.38,1056.74,9908.39,11234.23,11115.3,63153.09,30649.44,1052.89,6222.03,26041.96,2704.23
20100209,19790.28,2948.842,4520.7,16042.18,881.57,1570.49,7361.04,1233.86,2745.02,2797.61,2037.68,685.89,252.03,5111.84,3612.76,5498.26,20818.97,2413.18,2884.28,317.06,319.34592,10275.4,944.7992,6314.75,2414.49,348.7419,1996.8667,7497.8,1390.32,1111.6,20622.83,37616.01,50826.36,1070.52,10058.64,11377.28,11274.24,64718.17,30818.48,1058.9,6200.69,26455.1,2719.45
20100210,19922.22,2982.5,4533,15922.17,883.5,1570.12,7441.84,1246.17,2734.39,2857.24,2043.68,688.41,254.67,5131.99,3635.61,5536.37,21241.63,2440.79,2922.23,316.1,312.61774,10455,937.0501,6333.99,2451.71,346.3081,1997.5219,7631.94,1387.11,1132.4,20660.12,37786.61,50567.5,1068.13,10038.38,11442.82,11286.33,65051.42,30746.05,1065.87,6225.48,26359.17,2725.46
20100211,20290.69,2985.499,4575.8,16152.59,883.5,1597.81,7441.84,1249.42,2753.63,2908.88,2030.28,695.41,253.16,5161.48,3616.75,5503.93,21076.45,2453.79,2896.13,316.8,315.3904,10281.7,943.659,6403.42,2469.41,348.5314,2009.998,7583.27,1391.94,1122,20670.46,37322.52,51381.04,1078.47,10144.19,11476.25,11435.49,66128.94,30845.63,1067.97,6225.48,26350.6,2744
20100212,20268.69,3018.133,4588.8,16152.59,892.16,1593.66,7441.84,1253.39,2758.9,2949.65,2040.34,698.03,252.17,5142.45,3599.07,5500.39,21035.91,2461.47,2902.08,315.74,310.94516,10224.9,931.3466,6416.2,2449.57,349.7366,1989.3994,7503.8,1363.83,1113.4,20733.44,37933.01,51063.82,1075.51,10099.14,11469.31,11469.81,65854.97,31005.74,1067.97,6225.48,26262.41,2744
20100215,20268.69,3018.133,4570.4,16038.35,883.47,1593.66,7441.84,1253.39,2758.9,2963.24,2026.47,689.09,252.76,5167.47,3609.22,5511.1,21122.47,2449.79,2862.71,315.86,308.28513,10293.6,923.367,6440.76,2462.2,350.6392,1988.9314,7507.56,1375.99,1129.9,20898.64,38538.92,51334.42,1075.51,10099.14,11474.14,11469.81,65854.97,31038.32,1090.53,6332.34,26701.36,2710.73
20100216,20268.69,3018.133,4590.8,16226.68,885.17,1601.05,7441.84,1253.39,2758.9,2967.71,2045.07,692.73,255.87,5244.06,3669.04,5592.12,21289.2,2475.48,2897.64,318.84,315.94214,10393.9,934.3086,6497.66,2508.93,354.5377,2015.0417,7539.96,1418.16,1140.8,21207.77,38363.21,51748.5,1094.87,10268.811,11530.89,11586.37,65854.97,31644.77,1097.79,6382.31,26939.8,2729.95
20100217,20534.01,3018.133,4686.8,16428.91,904.63,1627.43,7441.84,1259.07,2794.06,3018.67,2060.6,697.49,259.43,5276.64,3725.21,5648.34,21650.81,2512.84,2952.57,323.13,317.8259,10498.6,943.6929,6567.6,2535.98,357.5739,2046.2935,7582.64,1421.97,1152.5,21653.99,38890.71,53273.3,1099.51,10309.24,11538.43,11635.49,67284.57,31892.12,1100.6,6411.44,27192.58,2759.15
20100218,20422.15,3018.133,4673.9,16327.84,904.73,1621.19,7441.84,1259,2769.19,2999.94,2054.45,695.66,260.79,5325.09,3747.83,5680.41,21686.12,2518.41,2969.49,324.3,320.34323,10574.2,946.9685,6637.29,2562,358.5981,2061.5286,7653,1410.85,1141.5,21374.66,38586.52,52449.79,1106.75,10392.899,11462.93,11694.84,67836.08,32170.79,1097.7,6411.44,27280.58,2766.63
20100219,19894.02,3018.133,4656.3,16191.63,889.08,1593.9,7441.84,1257.67,2757.14,2978.53,2057.29,700.44,262.31,5358.17,3769.54,5722.05,21772.33,2527.73,2967.42,325.6,324.24026,10676.7,957.2671,6709.68,2573.19,358.7631,2064.1328,7719.68,1423.13,1150,21344.89,38650,53318.97,1109.17,10402.35,11588.01,11709.29,67597.43,32172.11,1097.7,6411.44,27069.13,2766.63
20100222,20377.27,3003.398,4732.7,16237.05,909.75,1627.1,7560.04,1266.44,2757.46,3015.59,2072.3,705.8,261.32,5352.07,3756.7,5688.44,21704.78,2521.1,2973.98,325.12,326.45166,10570.5,954.1021,6687.41,2567.43,360.9851,2076.3928,7734.33,1423.13,1154.6,21481.31,38862.94,52592.88,1108.015,10383.38,11596.57,11634.75,67184.16,32034.34,1109.99,6487.19,27284.16,2753.17
20100223,20623,2982.575,4731,16286.32,907.37,1628.9,7597.44,1266.43,2782.55,3013.14,2070.05,715.58,257.27,5315.09,3707.06,5604.07,21224.07,2502.89,2950.31,320.99,318.99667,10312.9,942.0538,6649.09,2501.85,357.4381,2065.233,7613.19,1423.13,1143.4,20861.92,38533.89,51416.56,1094.6,10282.41,11621.04,11526.71,66108.33,31850.24,1102.78,6471.84,27055.5,2750.27
20100224,20467.74,3022.177,4665.9,16255.97,895.69,1612.83,7529.67,1270.78,2762.14,2981.14,2073.04,715.18,257.44,5342.92,3715.68,5615.51,21346.31,2514.94,2917.58,320.92,319.6082,10254,944.3082,6687.95,2498.19,358.0523,2074.7468,7569.25,1401.48,1138,20623.67,38447.15,49659.56,1105.24,10374.16,11797.69,11521.83,65794.77,31788.54,1104.79,6465.69,26933.08,2719.32
20100225,20399.57,3060.618,4614.9,16254.2,891.41,1587.51,7426.96,1270.78,2749.15,3031.26,2086.82,717.1,252.91,5278.22,3640.77,5532.33,20843.23,2480.65,2873.2,314.85,311.79712,10126.2,940.5124,6643.96,2440.58,353.9468,2049.649,7445.76,1373.11,1126,20621.53,37949.49,48739.43,1102.94,10321.029,11670.03,11631.44,66121.04,31649.1,1092.31,6465.69,26731.85,2701.51
20100226,20608.7,3051.943,4651.1,16429.55,894.1,1594.58,7436.1,1270.78,2750.86,3043.75,2089.74,721.37,256.81,5354.52,3708.8,5598.46,21068.32,2514.87,2873.6,317.74,317.56967,10333.6,947.3869,6710.99,2438.95,354.7701,2071.7932,7559.17,1390.25,1138.7,21267.81,38708.61,49705.49,1104.49,10325.26,11724.52,11629.63,66503.27,31634.54,1092.31,6465.69,26764.61,2701.51
20100301,21056.93,3087.842,4694.9,16429.55,898.93,1594.58,7577.75,1283.4,2774.06,3078.91,2088.51,721.37,261.02,5405.94,3769.54,5713.51,21320.8,2543.41,2898.18,324.37,326.62967,10434.9,966.3835,6791.48,2453.61,361.8645,2108.3945,7674.33,1429.77,1148,21549.33,38986.09,51183.73,1115.71,10403.79,11753.52,11728.06,67227.93,31765.14,1116.1,6424.24,27026.02,2724.56
20100302,20906.11,3073.108,4709.9,16772.56,902.71,1615.12,7597.62,1288.07,2772.2,3061.89,2100.62,733.19,263.55,5484.06,3811.92,5776.56,21431.41,2558.77,2932.67,328.24,327.43396,10521.5,971.6713,6820.04,2470.91,364.3684,2122.1985,7702.77,1445.62,1147.1,21630.67,39635.5,51476.11,1118.31,10405.98,11737.08,11828.31,67779.16,32055.04,1124.31,6444.69,27371.92,2724.75
20100303,20876.79,3097.005,4743.8,17000.01,905.65,1622.44,7629.52,1286.1,2782.79,3069.29,2110.6,735.04,266,5533.21,3842.52,5817.88,21745.06,2592.56,2940.03,331.86,329.817,10664.5,981.1851,6813.16,2456.98,368.1193,2150.2556,7755.79,1460.2,1149.1,21474.79,39796.87,51699.05,1118.79,10396.761,11836.59,11852.85,67641.34,32353.54,1125.01,6478.58,27683.65,2730.54
20100304,20575.78,3023.373,4757.6,16971.7,897.64,1618.2,7569.8,1284.09,2768.7,3034.13,2120.52,730.82,265.98,5527.16,3828.41,5795.32,21844.56,2582.96,2965.4,332.45,329.63138,10745.3,984.3345,6804.87,2409.54,364.6154,2157.2107,7792.99,1470.41,1147,21579.93,39885.37,51440.71,1122.97,10444.141,11811.27,11824.97,67814.71,32202,1138.3,6478.58,27774.1,2726.83
20100305,20787.97,3031.065,4773.4,16994.49,910.81,1634.57,7666.26,1299.78,2790.29,3069.63,2120.37,723.96,270.86,5599.76,3910.42,5877.36,22278.12,2611.03,3011.24,338.68,335.7188,11019.8,998.0729,6847.78,2455.78,371.1012,2171.352,7965.54,1508.21,1156.8,22193.7,40354.28,52625.63,1138.7,10566.2,11815.59,11975.14,68846.5,32436.53,1138.3,6478.58,27904.65,2726.83
20100308,21196.87,3053.232,4819.6,17102.6,927.31,1660.04,7762.27,1324.22,2834.57,3094.98,2124,720.29,271,5606.72,3903.54,5875.91,22398.21,2600.83,3015.84,338.17,334.49268,11078.3,1003.3945,6851.2,2492.25,371.3838,2186.3267,7917.36,1508.21,1170.7,22360.88,40614.58,53296.54,1138.505,10552.52,11900.35,11963.84,68575.47,32520.27,1139.42,6553.99,28116.69,2774.37
20100309,21207.55,3069.141,4829.3,17052.54,924.38,1660.83,7770.59,1317.94,2839.54,3107.35,2117.38,718.77,270.96,5602.3,3910.01,5885.89,22355.8,2606.31,3008.73,339.09,334.09396,11002.8,1000.5035,6868.32,2486.24,369.5483,2188.0928,7860.11,1502.7,1171.7,22397.3,40585,52959.96,1140.45,10564.38,11852.19,11918.71,69576.38,32514.17,1132.32,6530.1,27898.14,2795.03
20100310,21208.29,3048.927,4829.8,17098.33,922.44,1662.24,7779.08,1328.22,2862.29,3119.63,2121.72,720.84,273.68,5640.57,3943.55,5936.72,22638.65,2634.16,3008.7,340.97,339.2632,11121,1013.0403,6873.59,2517.37,374.0159,2209.733,7976.48,1501.4,1177.4,22852.58,40991,52753,1145.61,10567.33,11836.31,11961.06,69979.28,32505.76,1143.48,6565.95,28087.67,2827.37
20100311,21228.2,3051.282,4825.5,17167.96,930.38,1656.62,7749.66,1321.43,2873.91,3125.56,2118.44,725.95,272.6,5617.26,3928.95,5928.63,22540.85,2613.52,3023.73,339.02,335.69995,11045.4,1008.9274,6851.73,2518.32,372.0554,2195.1357,7971.78,1504.04,1176.9,22863.24,41004.33,52376.55,1150.24,10611.84,11849.16,11979.7,69884.61,32602.94,1145.25,6565.95,27911.43,2833.36
20100312,21209.74,3013.412,4831.5,17166.62,936.38,1662.74,7748.33,1311.2,2881.36,3072.91,2119.55,733.34,273.21,5625.65,3927.4,5945.11,22565.19,2625.28,3057.3,339.57,337.11298,11077,1018.1534,6836.6,2538.39,372.3393,2238.4636,7976.31,1534.68,1189,23210.19,41253.6,52232.99,1149.99,10624.689,11870.26,12013.82,69341.38,32578.05,1145.25,6565.95,28262.4,2833.36
20100315,21079.1,2976.939,4799.4,17164.99,938.91,1649.5,7634.92,1299.67,2874.33,3076.79,2120.53,734.83,270.83,5593.85,3890.91,5903.56,22373.23,2608.8,3024.92,335.11,331.5161,10957.8,1013.5132,6825.1,2546.75,371.0084,2221.8577,7908.29,1514.4,1186.7,23210.19,40979.23,51971.37,1150.51,10642.149,11826.61,12008.8,69023.75,32578.05,1144.54,6578.1,28032.87,2866.18
20100316,21022.93,2992.841,4809.1,17383.18,938.1,1648.01,7695.63,1298.86,2896.43,3085.13,2104.76,752.2,273.82,5620.43,3938.95,5970.99,22619.85,2631.57,3044.97,339.26,336.62894,11059.3,1020.0514,6874.43,2580.97,377.0154,2244.868,8016.76,1536.79,1201.9,23936.99,41653.11,53233.26,1159.46,10685.98,11890.11,12089.4,69942.21,32723.9,1145.1,6613.56,28252.59,2861.1
20100317,21384.49,3050.479,4866.9,17490.08,947.43,1682.86,7847.84,1301.95,2919.3,3088.05,2100.27,765.54,276.09,5644.63,3957.89,6024.28,22902.58,2665.62,3122.68,343.06,338.46933,11166.8,1025.578,6892.01,2609.49,378.3543,2258.9507,8167.62,1563.46,1218.1,23780.7,41960.86,54303.66,1166.21,10733.67,12046.44,12100.66,69723.24,32798.3,1156.78,6674.41,28530.94,2849.28
20100318,21330.67,3046.089,4877.7,17519.26,940.79,1675.17,7886.34,1301.94,2913.94,3100.95,2110.51,759.02,274.67,5642.62,3938.18,6012.31,22785.15,2654.85,3103.99,341.95,335.81555,11073.5,1018.1887,6897.74,2583.63,377.8668,2240.2202,8111.29,1558.8,1208.5,24000.01,41741.91,53534.39,1165.83,10779.171,12066.36,12040.01,69697.33,32969.83,1151.5,6674.41,28806.14,2831.62
20100319,21370.82,3067.75,4890.1,17578.23,948.93,1686.11,7897.91,1296.6,2915.7,3097.23,2115.81,774.59,273.5,5650.12,3925.44,5982.43,22687.3,2639.28,3123.49,338.65,334.93042,10990.8,1020.2588,6880.76,2578,379.6787,2213.9626,8093.14,1544.71,1188.9,23546.14,41611.67,53436.96,1159.9,10741.98,11920.52,11947.98,68828.98,33022.84,1151.5,6674.41,28544.15,2831.62
20100322,20933.25,3074.576,4847.5,17410.57,948.93,1672.67,7835.98,1293.65,2889.18,3083.89,2114.84,772.25,272.99,5644.54,3928,5987.5,22622.81,2634.45,3097.86,338.13,335.53903,10861.9,1021.4223,6866.43,2561.06,378.1643,2234.93,8001.6,1525.59,1185.1,23872.75,41557.04,53892.39,1165.81,10785.891,11920.52,11967.17,69041.73,33142.02,1137.03,6692.61,28544.15,2855.77
20100323,20987.78,3053.125,4887.9,17451.02,947.37,1681.82,7811.87,1304.85,2905.66,3129.24,2111.62,782.48,275.06,5673.63,3952.55,6017.27,22765.89,2649.34,3158.83,341.51,341.23645,10996.2,1030.1289,6877.16,2585.51,383.7941,2246.8096,8080.23,1524.96,1187.2,24113.63,41882.58,54351.7,1174.17,10888.829,12008.56,12044.54,69386.72,33361.27,1150.55,6738.83,28451.01,2859.87
20100324,21008.62,3056.808,4903.2,17451.02,951.97,1681.01,7822.71,1309.45,2886.36,3166.6,2114.46,786.54,274.87,5677.88,3949.81,6039,22798.7,2649.7,3147.51,341.74,340.15353,10866.3,1027.0789,6879.95,2584.75,386.7065,2247.3364,7997.33,1514.58,1183.9,24442.43,41790.34,55136.6,1167.72,10836.149,11978.01,11962.97,68913.4,33160.97,1160.22,6756.98,28401.68,2871.79
20100325,20778.55,3019.176,4896.3,17558.85,952.13,1688.39,7838.1,1312.48,2888.37,3171.14,2116.77,784.38,278.56,5727.65,4000.48,6132.95,23034.46,2672.1,3202.14,345.61,342.67645,11091.4,1033.3387,6894.17,2628.86,388.4773,2280.4292,8067.38,1515.04,1196.9,25047.54,42430.66,57044.66,1165.73,10841.21,12006.68,11958.11,68441.66,33164.33,1160.86,6756.98,28555.53,2903.92
20100326,21053.11,3059.715,4905.2,17644.76,966.72,1697.72,7876.86,1315.14,2906.28,3180.68,2118.57,778.86,278.23,5703.02,3988.93,6120.05,23063.87,2656.93,3212.18,343.81,339.16025,11071.1,1027.4229,6838.95,2630.32,384.5709,2275.334,8103.06,1519.87,1210.7,24655.24,42395.54,56610.66,1166.59,10850.36,11965.32,11957.37,68682.66,33147.81,1160.86,6756.98,28583.45,2903.92
20100329,21237.43,3123.798,4907.2,17711.35,966.13,1691.99,7947.45,1319.21,2929.14,3177.56,2125.09,771.4,278.79,5710.66,4000.66,6156.85,23104.97,2665.4,3157.61,343.96,340.00308,11091,1026.7024,6850.58,2650.05,382.8941,2263.4421,8161.06,1551.57,1204.4,24399.81,42346.66,56668.2,1173.22,10895.86,12016.4,12029.72,69939.12,33416.1,1160.94,6770.05,28705.82,2931.67
20100330,21374.79,3128.468,4926.8,17590.17,979.58,1700.19,7962.22,1319.35,2933.39,3202.17,2124.14,788.8,277.61,5672.32,3987.41,6142.45,23003.34,2656.12,3149.5,343.6,338.64948,10980.7,1022.7855,6871.42,2636.27,383.2289,2247.9177,8142.13,1562.29,1212.8,24316.57,42587.55,56754.41,1173.27,10907.42,12042.19,12044.21,69959.58,33399.46,1160.94,6814.99,28735.26,2925.42
